"","anon_id","count_will_construction","count_goingTo_construction","gender","birth_year","native_language","language_used_at_home","non_native_language_1","yrs_of_study_lang1","study_in_classroom_lang1","ways_of_study_lang1","non_native_language_2","yrs_of_study_lang2","study_in_classroom_lang2","ways_of_study_lang2","non_native_language_3","yrs_of_study_lang3","study_in_classroom_lang3","ways_of_study_lang3","course_history","yrs_of_english_learning","yrs_in_english_environment","age","semester","LCT_Form","LCT_Score","MTELP_Form","MTELP_I","MTELP_II","MTELP_III","MTELP_Conv_Score","Writing_Sample"
"88","ao4",32,3,"Male",1985,"Arabic","Arabic","English","more than 5 years","yes","Studied grammar;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Studied pronunciation;Teacher corrected my mistakes;Wrote paragrphs/essays","","","no","","","","no","","719;723;734;735;736;798;799;800;818;819;883;884;885;886;887;946;952;953;954;955","more than 5 years","more than 5 years",25,"2010_fall",2,19,"",15,9,7,47,3
"89","ao5",0,1,"Male",NA,"Arabic","","","","","","","","","","","","","","","","",NA,"2012_summer",1,19,"R",22,12,6,59,2.6
"90","ao6",18,0,"Female",1988,"Korean","Korean","English","less than 1 year","yes","Studied grammar;Had a native-speaker teacher;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Wrote paragrphs/essays","","","no","","","","no","","485;486;492;493;494","less than 1 year","less than 1 year",20,"2008_fall",2,17,"Q",10,15,9,51,2.5
"91","ao8",25,0,"Male",NA,"Arabic","","","","","","","","","","","","","","","","",NA,"2012_spring",1,13,"Q",10,10,2,38,3.3
"92","ap0",1,0,"Male",1978,"Japanese","Japanese","English","more than 5 years","yes","Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud","","","no","","","","no","","845;846;847;871;872","more than 5 years","none",33,"2011_summer",NA,22,"",15,13,9,56,2.8
"93","ap2",0,0,"Male",NA,"Arabic","","","","","","","","","","","","","","","","",NA,"2011_spring",2,25,"P",16,16,8,59,4.2
"94","ap4",22,4,"Female",1977,"Korean","Korean","English","more than 5 years","yes","Studied grammar;Studied vocabulary;Studied pronunciation;Practiced reading aloud","","","no","","","","no","","274;285;296;318;353;354;355;356;357","more than 5 years","none",30,"2007_fall",1,22,"Q",20,14,15,68,3.5
"95","ap5",15,1,"Female",1990,"Chinese","Chinese","English","more than 5 years","yes","Studied grammar;Studied vocabulary;Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays","","","no","","","","no","","415;426;427;428;452","more than 5 years","less than 1 year",18,"2008_fall",2,22,"Q",18,8,9,53,3.2
"96","ap6",0,0,"Female",NA,"Chinese","","","","","","","","","","","","","","","","",NA,"2011_summer",NA,10,"",9,20,5,51,2.4
"97","ap7",7,0,"Female",NA,"Arabic","","","","","","","","","","","","","","","","",NA,"2011_spring",2,24,"P",17,21,5,62,2.75
"98","ap8",9,0,"Male",1986,"Chinese","Chinese;English","English","3-5 years","yes","Studied grammar;Had a native-speaker teacher;Studied vocabulary;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays","Chinese","more than 5 years","no","I lived in a country where they spoke Chinese;other","","","no","","607;608;609;610;611;687;688;705;706;707;850;851;852;853;854;912;913;915;924;926;996;1015","3-5 years","none",24,"2011_summer",NA,13,"",17,10,15,61,2.9
"99","aq0",4,0,"Female",NA,"Arabic","","","","","","","","","","","","","","","","",NA,"2007_spring",1,17,"R",17,13,4,51,2.3
"100","aq1",41,3,"Female",1969,"Chinese","Chinese","English","more than 5 years","yes","Studied grammar;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes","German","less than 1 year","yes","Studied grammar;Studied vocabulary;Practiced speaking in class;Teacher spoke to me in German;Teacher corrected my mistakes","","","no","","1;13;19;42;53;64;74;86;102;111;126;150;162;173;184;208;230;241;252;263;389;393;772;776;820","more than 5 years","less than 1 year",37,"2006_spring",1,8,"P",11,10,4,25,2.5
"101","aq2",9,2,"Male",1972,"Arabic","Arabic","","","","","","","","","","","","","364;366;367;368;385","1-2 years","more than 5 years",35,"2008_summer",2,15,"P",15,16,2,48,3.1
"102","aq4",3,1,"Female",NA,"Arabic","","","","","","","","","","","","","","","","",NA,"2011_fall",1,19,"",12,20,9,60,3.8
"103","aq5",0,0,"Female",1961,"Korean","Korean","English","more than 5 years","yes","Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays","French","less than 1 year","yes","Studied grammar;Studied vocabulary;Studied pronunciation;Practiced reading aloud","","","no","","379;380;381;382;383;442;444","more than 5 years","more than 5 years",47,"2008_summer",2,19,"P",29,19,10,73,3.3
"104","aq7",5,0,"Male",NA,"Arabic","","","","","","","","","","","","","","","","",NA,"2011_fall",1,27,"",28,18,9,71,3.5
"105","aq9",4,0,"Male",1983,"Arabic","Arabic","","","","","","","","","","","","","614;615;649;650;651;672;673;676;684;685","1-2 years","less than 1 year",26,"2010_spring",NA,15,"",12,12,4,44,3
"106","ar0",15,0,"Female",1987,"Arabic","Arabic","English","more than 5 years","yes","Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays","","","no","","","","no","","714;715;718;740;741;782;783;785;786;799;855;857;881;882;889","more than 5 years","less than 1 year",23,"2010_fall",NA,19,"Q",5,17,4,42,3.2
"107","ar2",6,1,"Male",NA,"Arabic","","","","","","","","","","","","","","","","",NA,"2011_summer",2,12,"",13,9,9,47,2.3
"108","ar5",2,0,"Female",1980,"Chinese","Chinese","","","","","","","","","","","","","273;284;295;317","more than 5 years","none",28,"2007_fall",1,22,"Q",26,14,8,67,3.6
"109","ar8",14,1,"Female",1985,"Chinese","Chinese;German","German","1-2 years","yes","Studied grammar;Had a native-speaker teacher;Studied vocabulary;Listened to audio materials (tapes/CDs);Teacher spoke to me in German;Studied pronunciation;Teacher corrected my mistakes","","","no","","","","no","","561;570;572;573;574;600;618;637;639;640","3-5 years","less than 1 year",24,"2009_fall",NA,20,"",21,12,11,63,2.3
"110","as0",16,1,"Female",1984,"Korean","Korean","Japanese","1-2 years","yes","Studied grammar;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in Japanese;Teacher corrected my mistakes;Wrote paragrphs/essays","Chinese","less than 1 year","no","Studied by myself","","","no","","411;412;413;420;424;481;482;483;500;504","more than 5 years","less than 1 year",24,"2008_fall",2,16,"Q",20,14,6,59,2.4
"111","as1",12,1,"Female",NA,"Arabic","","","","","","","","","","","","","","","","",NA,"2011_summer",NA,27,"",28,19,14,77,4.4
"112","as2",3,0,"Male",NA,"Japanese","","","","","","","","","","","","","","","","",NA,"2010_fall",2,19,"",19,20,8,66,3.3
"113","as4",51,6,"Male",1981,"Korean","Korean","English","3-5 years","yes","Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs)","","","no","","","","no","","158;169;180;191;202;215;226;237;248;259","3-5 years","none",25,"2007_spring",1,13,"R",16,13,6,58,2.3
"114","as5",7,0,"Male",1978,"Chinese","Chinese","English","more than 5 years","yes","Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs);Wrote paragrphs/essays","","","no","","","","no","","369;370;371;372;373","more than 5 years","none",29,"2008_summer",2,16,"P",12,12,4,44,2.8
"115","as7",10,7,"Female",1987,"Korean","Korean","English","more than 5 years","yes","Studied grammar;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Teacher corrected my mistakes","German","3-5 years","yes","Studied grammar;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in German;Studied pronunciation;Practiced reading aloud","","","no","","425;426;429;447;448","more than 5 years","none",21,"2008_fall",2,28,"Q",24,19,11,71,3.7
"116","as8",11,0,"Female",NA,"Zulu","","","","","","","","","","","","","","","","",NA,"2012_summer",1,18,"P",19,11,1,47,2.8
"117","at1",7,1,"Female",1981,"Arabic","Arabic;English","Arabic","more than 5 years","no","I lived in a country where they spoke Arabic","English","1-2 years","yes","Studied grammar;Studied vocabulary;Practiced reading aloud;Teacher corrected my mistakes","","","no","","738;739;740;741;742;798;801","more than 5 years","less than 1 year",29,"2010_fall",2,21,"",21,18,10,68,3.5
"118","at2",10,0,"Female",1976,"Chinese","Chinese","French","1-2 years","yes","Studied grammar;Worked in pairs/groups;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in French;Studied pronunciation;Practiced reading aloud","Japanese","1-2 years","no","Studied by myself","","","no","","732;733;734;735;736;801;807;808;809;810;881","more than 5 years","less than 1 year",33,"2010_fall",2,22,"",28,22,11,77,2.5
"119","at3",11,0,"Female",1982,"Arabic","Arabic","English","more than 5 years","yes","Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs);Teacher corrected my mistakes;Wrote paragrphs/essays","","","no","","","","no","","53;64;75;86;104;116;126;152","more than 5 years","none",25,"2006_summer",1,14,"R",10,12,4,42,3
"120","at4",17,6,"Female",1979,"Japanese","Japanese","German","1-2 years","yes","Studied grammar;Studied vocabulary","","","no","","","","no","","523;524;525;526;527;590;591;592;593;594","more than 5 years","1-2 years",29,"2009_summer",2,21,"P",25,16,7,67,2.5
"121","at6",0,0,"Female",NA,"Chinese","","","","","","","","","","","","","","","","",NA,"2008_fall",2,19,"Q",15,16,8,58,3.5
"122","at7",4,0,"Male",NA,"Turkish","","","","","","","","","","","","","","","","",NA,"2011_fall",1,20,"",20,18,6,63,4
"123","at8",0,0,"Female",1984,"Korean","Korean","English","more than 5 years","yes","Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs);other","Japanese","less than 1 year","yes","Studied grammar;Studied vocabulary;Studied pronunciation","","","no","","31;32;33;34;35;46;59;68;79;92;106;118;129;153","more than 5 years","none",21,"2006_spring",1,13,"P",17,17,3,56,1
"124","at9",0,2,"Male",NA,"Arabic","","","","","","","","","","","","","","","","",NA,"2012_spring",NA,10,"Q",5,9,14,44,2.7
"125","au2",1,0,"Female",1987,"Korean","Korean","Japanese","less than 1 year","yes","Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Studied pronunciation;Practiced reading aloud","","","no","","","","no","","273;284;299;317","more than 5 years","less than 1 year",20,"2007_fall",1,29,"Q",21,12,16,68,3
"126","au3",1,0,"Female",1974,"Chinese","Chinese","","","","","","","","","","","","","555;556;557;559;601;615","3-5 years","3-5 years",35,"2009_fall",NA,12,"",7,15,8,46,2.3
"127","au5",23,0,"Female",1989,"Korean","Korean","English","more than 5 years","yes","Studied grammar;Studied vocabulary;Teacher corrected my mistakes;other","Chinese","1-2 years","yes","Studied grammar;Had a native-speaker teacher;Studied vocabulary;Practiced speaking in class;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes","","","no","","621;632;633;643;644;690;691;692;693;694;754;756","more than 5 years","less than 1 year",21,"2010_spring",2,27,"P",24,23,10,72,3.5
"128","au6",44,1,"Male",1983,"Korean","Korean","English","more than 5 years","yes","Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs);Teacher corrected my mistakes","","","no","","","","no","","485;486;487;488;489;539;543","more than 5 years","more than 5 years",25,"2009_spring",1,25,"Q",26,14,13,70,3.8
"129","au8",2,0,"Male",NA,"Arabic","","","","","","","","","","","","","","","","",NA,"2012_summer",1,24,"R",18,17,9,63,2.5
"130","au9",11,1,"Female",1978,"Japanese","Japanese","English","more than 5 years","yes","Studied grammar;Had a native-speaker teacher;Studied vocabulary;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Studied pronunciation;Practiced reading aloud;Teacher corrected my mistakes","German","1-2 years","yes","Studied grammar;Studied vocabulary;Studied pronunciation;other","","","no","","416;419","more than 5 years","less than 1 year",30,"2008_fall",2,25,"P",20,14,4,57,2.5
"131","av0",0,0,"Male",NA,"Portuguese","","","","","","","","","","","","","","","","",NA,"2007_fall",1,12,"Q",11,21,0,48,2.5
"132","av4",12,0,"Unknown",NA,"French","","","","","","","","","","","","","","","","",NA,"2011_fall",1,18,"",12,21,4,56,3.3
"133","av7",0,0,"Female",NA,"Arabic","","","","","","","","","","","","","","","","",NA,"2012_summer",1,15,"P",11,10,4,41,2.5
"134","av8",12,0,"Male",1981,"Chinese","Taiwanese;Chinese","English","more than 5 years","yes","Studied grammar;Studied vocabulary;Listened to audio materials (tapes/CDs);Practiced reading aloud;Teacher corrected my mistakes","","","no","","","","no","","101;113;124;149","more than 5 years","none",25,"2006_fall",1,14,"Q",25,21,9,71,4
"135","av9",0,0,"Female",NA,"Korean","","","","","","","","","","","","","","","","",NA,"2011_fall",1,18,"",19,19,4,61,2.4
"136","aw2",33,0,"Male",1983,"Thai","Thai;English;Chinese","English","more than 5 years","yes","Studied grammar;Had a native-speaker teacher;Studied vocabulary;Listened to audio materials (tapes/CDs);Wrote paragrphs/essays","Chinese","1-2 years","no","I learned from my friend who is a native speaker;other","","","no","","165;176;187;198;209","more than 5 years","less than 1 year",23,"2007_spring",1,25,"R",29,36,7,83,4
"137","aw3",0,0,"Male",NA,"Chinese","","","","","","","","","","","","","","","","",NA,"2012_spring",1,20,"Q",10,14,4,44,2.6
"138","aw4",17,0,"Male",1989,"Arabic","Arabic","English","less than 1 year","no","other","Spanish","less than 1 year","no","Studied by myself;other","","","no","","662;663;664;665;666;724;725;726;727;728;797;801;866;889;890;891;892;944;952;953;955;956","less than 1 year","less than 1 year",21,"2010_summer",1,17,"Q",11,7,8,42,2.8
"139","aw5",1,0,"Female",NA,"Spanish","","","","","","","","","","","","","","","","",NA,"2011_fall",1,18,"",12,20,4,55,4.3
"140","aw6",8,0,"Female",NA,"Korean","","","","","","","","","","","","","","","","",NA,"2010_summer",1,25,"Q",16,15,15,65,4
"141","ax0",3,3,"Male",NA,"Arabic","","","","","","","","","","","","","","","","",NA,"2012_summer",1,10,"R",17,10,7,51,2.3
"142","ax2",3,0,"Male",1982,"Thai","Thai;English","Korean","less than 1 year","no","I learned from my friend who is a native speaker","Chinese","less than 1 year","no","I learned from my friend who is a native speaker","","","no","","858;859;868;869;870;928;947;949;950;956","more than 5 years","more than 5 years",29,"2011_summer",NA,21,"",18,19,8,64,3
"143","ax3",13,0,"Male",1986,"Arabic","Arabic","English","less than 1 year","yes","Worked in pairs/groups;Practiced speaking in class;Teacher spoke to me in English","","","no","","","","no","","719;723;734;735;736;782;796;798;799;800;876;877;878;879;880","less than 1 year","less than 1 year",24,"2010_fall",2,20,"",11,12,6,45,3.5
"144","ax5",4,0,"Male",1982,"Arabic","Arabic;English","English","3-5 years","yes","Studied grammar;Worked in pairs/groups;Studied vocabulary;Practiced speaking in class;Listened to audio materials (tapes/CDs);Teacher spoke to me in English;Practiced reading aloud;Teacher corrected my mistakes;Wrote paragrphs/essays","","","no","","","","no","","44;54;66;76;87;103;115;127;151;164;175;186;208","less than 1 year","less than 1 year",24,"2006_summer",1,10,"R",14,12,5,47,2
"145","ax6",2,0,"Male",NA,"Spanish","","","","","","","","","","","","","","","","",NA,"2012_spring",1,25,"Q",17,25,13,71,2.7
"146","ax7",1,0,"Male",1982,"Chinese","Chinese;Taiwanese","Japanese","less than 1 year","no","other","","","no","","","","no","","333;334;335;336;347","3-5 years","none",25,"2008_spring",1,14,"Q",16,14,6,55,3.2
"147","ay0",4,0,"Female",1967,"Japanese","Japanese","English","more than 5 years","no","Studied by myself","","","no","","","","no","","339;340;341;348;357;397","more than 5 years","less than 1 year",40,"2008_spring",1,22,"Q",27,21,12,75,3.3
